query,intent
이번주 집에 얼마나 있었는지 보여줘,2
이번주 집에 얼마나 있었어?,2
이번주 집에 머문 시간에 변화가 있어?,2
이번주 집에 있는 시간에 변화가 있어?,2
저번주 집에 머문 시간 보여줘,2
저번주 집에 머문 시간,2
저번주 집에 얼마나 있었는지 보여줘,2
저번주 집에 얼마나 있었어?,2
저번주 집에 머문 시간에 변화가 있어?,2
저번주 집에 있는 시간에 변화가 있어?,2
이번달 집에 머문 시간 보여줘,2
이번달 집에 머문 시간,2
이번달 집에 얼마나 있었는지 보여줘,2
이번달 집에 얼마나 있었어?,2
이번달 집에 머문 시간에 변화가 있어?,2
이번달 집에 있는 시간에 변화가 있어?,2
저번달 집에 머문 시간 보여줘,2
저번달 집에 머문 시간,2
저번달 집에 얼마나 있었는지 보여줘,2
저번달 집에 얼마나 있었어?,2
저번달 집에 머문 시간에 변화가 있어?,2
저번달 집에 있는 시간에 변화가 있어?,2
오늘 생활의 규칙성 보여줘,2
오늘 생활의 규칙성,2
오늘 내가 규칙적으로 생활했어?,2
오늘 생활의 규칙성에 변화가 있어?,2
오늘 생활의 규칙성 변화,2
어제 생활의 규칙성 보여줘,2
어제 생활의 규칙성,2
어제 내가 규칙적으로 생활했어?,2
어제 생활의 규칙성에 변화가 있어?,2
어제 생활의 규칙성 변화,2
이번주 생활의 규칙성 보여줘,2
이번주 생활의 규칙성,2
이번주 내가 규칙적으로 생활했어?,2
이번주 생활의 규칙성에 변화가 있어?,2
이번주 생활의 규칙성 변화,2
저번주 생활의 규칙성 보여줘,2
저번주 생활의 규칙성,2
저번주 내가 규칙적으로 생활했어?,2
저번주 생활의 규칙성에 변화가 있어?,2
저번주 생활의 규칙성 변화,2
이번달 생활의 규칙성 보여줘,2
이번달 생활의 규칙성,2
이번달 내가 규칙적으로 생활했어?,2
이번달 생활의 규칙성에 변화가 있어?,2
이번달 생활의 규칙성 변화,2
저번달 생활의 규칙성 보여줘,2
저번달 생활의 규칙성,2
저번달 내가 규칙적으로 생활했어?,2
저번달 생활의 규칙성에 변화가 있어?,2
저번달 생활의 규칙성 변화,2
오늘 전화사용 시간 보여줘,2
오늘 전화 사용 시간이 많아?,2
오늘 전화사용 시간에 변화가 있어?,2
오늘 전화를 언제 가장 많이 사용해?,2
오늘 전화를 언제 제일 많이 사용해?,2
오늘 언제 전화 사용 시간이 가장 많아?,2
오늘 언제 전화 사용 시간이 제일 많아?,2
어제 전화사용 시간 보여줘,2
어제 전화 사용 시간이 많아?,2
어제 전화사용 시간에 변화가 있어?,2
어제 전화를 언제 가장 많이 사용해?,2
어제 전화를 언제 제일 많이 사용해?,2
어제 언제 전화 사용 시간이 가장 많아?,2
어제 언제 전화 사용 시간이 제일 많아?,2
이번주 전화사용 시간 보여줘,2
이번주 전화 사용 시간이 많아?,2
이번주 전화사용 시간에 변화가 있어?,2
이번주 전화를 언제 가장 많이 사용해?,2
이번주 전화를 언제 제일 많이 사용해?,2
이번주 언제 전화 사용 시간이 가장 많아?,2
이번주 언제 전화 사용 시간이 제일 많아?,2
저번주 전화사용 시간 보여줘,2
저번주 전화 사용 시간이 많아?,2
저번주 전화사용 시간에 변화가 있어?,2
저번주 전화를 언제 가장 많이 사용해?,2
저번주 전화를 언제 제일 많이 사용해?,2
저번주 언제 전화 사용 시간이 가장 많아?,2
저번주 언제 전화 사용 시간이 제일 많아?,2
이번달 전화사용 시간 보여줘,2
이번달 전화 사용 시간이 많아?,2
이번달 전화사용 시간에 변화가 있어?,2
이번달 전화를 언제 가장 많이 사용해?,2
이번달 전화를 언제 제일 많이 사용해?,2
이번달 언제 전화 사용 시간이 가장 많아?,2
이번달 언제 전화 사용 시간이 제일 많아?,2
저번달 전화사용 시간 보여줘,2
저번달 전화 사용 시간이 많아?,2
저번달 전화사용 시간에 변화가 있어?,2
저번달 전화를 언제 가장 많이 사용해?,2
저번달 전화를 언제 제일 많이 사용해?,2
저번달 언제 전화 사용 시간이 가장 많아?,2
저번달 언제 전화 사용 시간이 제일 많아?,2
오늘 전화사용 빈도 보여줘,2
오늘 전화사용 빈도가 잦아?,2
오늘 전화사용 빈도에 변화가 있어?,2
어제 전화사용 빈도 보여줘,2
어제 전화사용 빈도가 잦아?,2
어제 전화사용 빈도에 변화가 있어?,2
이번주 전화사용 빈도 보여줘,2
이번주 전화사용 빈도가 잦아?,2
이번주 전화사용 빈도에 변화가 있어?,2
저번주 전화사용 빈도 보여줘,2
저번주 전화사용 빈도가 잦아?,2
저번주 전화사용 빈도에 변화가 있어?,2
이번달 전화사용 빈도 보여줘,2
이번달 전화사용 빈도가 잦아?,2
이번달 전화사용 빈도에 변화가 있어?,2
저번달 전화사용 빈도 보여줘,2
저번달 전화사용 빈도가 잦아?,2
저번달 전화사용 빈도에 변화가 있어?,2
오늘 밤 시간 핸드폰 사용 시간 보여줘,2
오늘 밤 시간 핸드폰 사용,2
오늘 밤에 핸드폰을 많이 사용해?,2
오늘 밤에 핸드폰을 많이 써?,2
오늘 밤 시간 핸드폰 사용에 변화가 있어?,2
오늘 밤 시간 핸드폰 사용이 언제 가장 많아?,2
오늘 밤 시간 핸드폰 사용이 언제 제일 많아?,2
오늘 언제 밤 시간 핸드폰 사용이 가장 많아?,2
오늘 언제 밤 시간 핸드폰 사용이 제일 많아?,2
어제 밤 시간 핸드폰 사용 시간 보여줘,2
어제 밤 시간 핸드폰 사용,2
어제 밤에 핸드폰을 많이 사용해?,2
어제 밤에 핸드폰을 많이 써?,2
어제 밤 시간 핸드폰 사용에 변화가 있어?,2
어제 밤 시간 핸드폰 사용이 언제 가장 많아?,2
어제 밤 시간 핸드폰 사용이 언제 제일 많아?,2
어제 언제 밤 시간 핸드폰 사용이 가장 많아?,2
어제 언제 밤 시간 핸드폰 사용이 제일 많아?,2
이번주 밤 시간 핸드폰 사용 시간 보여줘,2
이번주 밤 시간 핸드폰 사용,2
이번주 밤에 핸드폰을 많이 사용해?,2
이번주 밤에 핸드폰을 많이 써?,2
이번주 밤 시간 핸드폰 사용에 변화가 있어?,2
이번주 밤 시간 핸드폰 사용이 언제 가장 많아?,2
이번주 밤 시간 핸드폰 사용이 언제 제일 많아?,2
이번주 언제 밤 시간 핸드폰 사용이 가장 많아?,2
이번주 언제 밤 시간 핸드폰 사용이 제일 많아?,2
저번주 밤 시간 핸드폰 사용 시간 보여줘,2
저번주 밤 시간 핸드폰 사용,2
저번주 밤에 핸드폰을 많이 사용해?,2
저번주 밤에 핸드폰을 많이 써?,2
저번주 밤 시간 핸드폰 사용에 변화가 있어?,2
저번주 밤 시간 핸드폰 사용이 언제 가장 많아?,2
저번주 밤 시간 핸드폰 사용이 언제 제일 많아?,2
저번주 언제 밤 시간 핸드폰 사용이 가장 많아?,2
저번주 언제 밤 시간 핸드폰 사용이 제일 많아?,2
이번달 밤 시간 핸드폰 사용 시간 보여줘,2
이번달 밤 시간 핸드폰 사용,2
이번달 밤에 핸드폰을 많이 사용해?,2
이번달 밤에 핸드폰을 많이 써?,2
이번달 밤 시간 핸드폰 사용에 변화가 있어?,2
이번달 밤 시간 핸드폰 사용이 언제 가장 많아?,2
이번달 밤 시간 핸드폰 사용이 언제 제일 많아?,2
이번달 언제 밤 시간 핸드폰 사용이 가장 많아?,2
이번달 언제 밤 시간 핸드폰 사용이 제일 많아?,2
저번달 밤 시간 핸드폰 사용 시간 보여줘,2
저번달 밤 시간 핸드폰 사용,2
저번달 밤에 핸드폰을 많이 사용해?,2
저번달 밤에 핸드폰을 많이 써?,2
저번달 밤 시간 핸드폰 사용에 변화가 있어?,2
저번달 밤 시간 핸드폰 사용이 언제 가장 많아?,2
저번달 밤 시간 핸드폰 사용이 언제 제일 많아?,2
저번달 언제 밤 시간 핸드폰 사용이 가장 많아?,2
저번달 언제 밤 시간 핸드폰 사용이 제일 많아?,2
오늘 빛노출량 보여줘,2
오늘 빛노출량,2
오늘 빛노출량에 변화가 있어?,2
오늘 빛노출량 변화,2
오늘 빛노출량이 가장 적은 때가 언제야?,2
오늘 빛노출량이 제일 적은 때가 언제야?,2
오늘 빛노출량이 가장 많은 때가 언제야?,2
오늘 빛노출량이 제일 많은 때가 언제야?,2
오늘 언제 빛노출량이 가장 적어?,2
오늘 언제 빛노출량이 제일 적어?,2
오늘 언제 빛노출량이 가장 많아?,2
오늘 언제 빛노출량이 제일 많아?,2
어제 빛노출량 보여줘,2
어제 빛노출량,2
어제 빛노출량에 변화가 있어?,2
어제 빛노출량 변화,2
어제 빛노출량이 가장 적은 때가 언제야?,2
어제 빛노출량이 제일 적은 때가 언제야?,2
어제 빛노출량이 가장 많은 때가 언제야?,2
어제 빛노출량이 제일 많은 때가 언제야?,2
어제 언제 빛노출량이 가장 적어?,2
어제 언제 빛노출량이 제일 적어?,2
어제 언제 빛노출량이 가장 많아?,2
어제 언제 빛노출량이 제일 많아?,2
이번주 빛노출량 보여줘,2
이번주 빛노출량,2
이번주 빛노출량에 변화가 있어?,2
이번주 빛노출량 변화,2
이번주 빛노출량이 가장 적은 때가 언제야?,2
이번주 빛노출량이 제일 적은 때가 언제야?,2
이번주 빛노출량이 가장 많은 때가 언제야?,2
이번주 빛노출량이 제일 많은 때가 언제야?,2
이번주 언제 빛노출량이 가장 적어?,2
이번주 언제 빛노출량이 제일 적어?,2
이번주 언제 빛노출량이 가장 많아?,2
이번주 언제 빛노출량이 제일 많아?,2
저번주 빛노출량 보여줘,2
저번주 빛노출량,2
저번주 빛노출량에 변화가 있어?,2
저번주 빛노출량 변화,2
저번주 빛노출량이 가장 적은 때가 언제야?,2
저번주 빛노출량이 제일 적은 때가 언제야?,2
저번주 빛노출량이 가장 많은 때가 언제야?,2
저번주 빛노출량이 제일 많은 때가 언제야?,2
저번주 언제 빛노출량이 가장 적어?,2
저번주 언제 빛노출량이 제일 적어?,2
저번주 언제 빛노출량이 가장 많아?,2
저번주 언제 빛노출량이 제일 많아?,2
이번달 빛노출량 보여줘,2
이번달 빛노출량,2
이번달 빛노출량에 변화가 있어?,2
이번달 빛노출량 변화,2
이번달 빛노출량이 가장 적은 때가 언제야?,2
이번달 빛노출량이 제일 적은 때가 언제야?,2
이번달 빛노출량이 가장 많은 때가 언제야?,2
이번달 빛노출량이 제일 많은 때가 언제야?,2
이번달 언제 빛노출량이 가장 적어?,2
이번달 언제 빛노출량이 제일 적어?,2
이번달 언제 빛노출량이 가장 많아?,2
이번달 언제 빛노출량이 제일 많아?,2
저번달 빛노출량 보여줘,2
저번달 빛노출량,2
저번달 빛노출량에 변화가 있어?,2
저번달 빛노출량 변화,2
저번달 빛노출량이 가장 적은 때가 언제야?,2
저번달 빛노출량이 제일 적은 때가 언제야?,2
저번달 빛노출량이 가장 많은 때가 언제야?,2
저번달 빛노출량이 제일 많은 때가 언제야?,2
저번달 언제 빛노출량이 가장 적어?,2
저번달 언제 빛노출량이 제일 적어?,2
저번달 언제 빛노출량이 가장 많아?,2
저번달 언제 빛노출량이 제일 많아?,2
오늘 누적 걸음 수 보여줘,2
오늘 누적 걸음 수,2
오늘 걸음 수에 변화가 있어?,2
오늘 걸음 수 변화,2
오늘 언제 가장 많이 걸었어?,2
오늘 언제 제일 많이 걸었어?,2
어제 누적 걸음 수 보여줘,2
어제 누적 걸음 수,2
어제 걸음 수에 변화가 있어?,2
어제 걸음 수 변화,2
어제 언제 가장 많이 걸었어?,2
어제 언제 제일 많이 걸었어?,2
이번주 누적 걸음 수 보여줘,2
이번주 누적 걸음 수,2
이번주 걸음 수에 변화가 있어?,2
이번주 걸음 수 변화,2
이번주 언제 가장 많이 걸었어?,2
이번주 언제 제일 많이 걸었어?,2
저번주 누적 걸음 수 보여줘,2
저번주 누적 걸음 수,2
저번주 걸음 수에 변화가 있어?,2
저번주 걸음 수 변화,2
저번주 언제 가장 많이 걸었어?,2
저번주 언제 제일 많이 걸었어?,2
이번달 누적 걸음 수 보여줘,2
이번달 누적 걸음 수,2
이번달 걸음 수에 변화가 있어?,2
이번달 걸음 수 변화,2
이번달 언제 가장 많이 걸었어?,2
이번달 언제 제일 많이 걸었어?,2
저번달 누적 걸음 수 보여줘,2
저번달 누적 걸음 수,2
저번달 걸음 수에 변화가 있어?,2
저번달 걸음 수 변화,2
저번달 언제 가장 많이 걸었어?,2
저번달 언제 제일 많이 걸었어?,2
지난 달보다 이번 달에 햇빛을 더 많이 쬐었나?,2
지난달에 비해 이번달은 햇빛을 더 많이 받은 것 같아.,2
지난달 대비 이번달 햇볕에 노출된 시간이 늘었어?,2
저번 주 대비 이번 주 핸드폰 사용 시간이 더 길어?,2
이번 주는 저번 주보다 핸드폰을 더 많이 사용한 것 같아.,2
저번주에 비해 이번주에는 핸드폰을 더 자주 썼어?,2
지난주보다 이번주에 걸음 수가 더 많나?,2
지난주에 비해 이번주에 더 많이 걸었어?,2
이번주는 지난주 대비 걸음 수가 증가했나?,2
최근에 비해 이전에는 다양한 장소를 더 방문했나?,2
이번 달은 지난 달보다 다양한 곳을 더 많이 다녔어?,2
최근에는 이전보다 다양한 장소를 방문한 횟수가 줄었나?,2
지난해 이맘때보다 올해 햇빛을 더 많이 본 거 같아?,2
작년 대비 올해 핸드폰 사용 시간이 줄었나?,2
올해는 작년보다 걸음 수가 증가했어?,2
이번 여름은 지난 여름보다 더 많은 곳을 여행했나?,2
지난 겨울 대비 이번 겨울 햇빛을 더 쬐었어?,2
저번 달에 비해 이번 달 핸드폰을 더 적게 썼나?,2
이번 주에는 지난 주보다 다양한 장소에 가본 것 같아?,2
지난번 휴가 때보다 이번 휴가에 더 많은 곳을 방문했어?,2
올해 초에 비해 최근에 햇빛 노출이 더 적어?,2
최근에는 올해 초보다 핸드폰 사용 시간이 늘었나?,2
지난 주말 대비 이번 주말에 걸음 수가 더 많아?,2
최근에는 이전 주말보다 더 다양한 곳을 방문했나?,2
지난해 이맘때와 비교해 올해 더 많은 햇빛을 쬐었나?,2
작년 이맘때보다 올해 핸드폰 사용이 더 적어졌나?,2
지난 달 대비 이번 달 걸음 수에 변화가 있나?,2
최근에 비해 지난 달 다양한 장소를 더 방문했나?,2
이번 겨울은 지난 겨울보다 햇빛을 덜 쬐었나?,2
저번주보다 이번주에 빛을 더 많이 봤나? ,2
이번달 핸드폰 사용량이 좀 많은 거 같아,2
저번달보다 이번달에 핸드폰을 좀 많이 썼나?,2
지난달보다 이번달에 핸드폰을 좀 많이 썼나?,2
어제보다 오늘 핸드폰을 더 많이 썼어?,2
최근에 빛을 조금 봤나?,2
최근에 빛을 얼마나 봤어?,2
최근 핸드폰 사용시간이 늘어난 거 같아,2
요즘 다양한 장소에 방문하려고 노력중이야.,2
저번달보다 이번달에 더 많이 걸어다녔나?,2
